,nl_query,db
3346,"Which managers have more than 5 direct reports?
",rdbms
3347,"Find all clients who have multiple accounts with the company.
",rdbms
3348,"Show orders that include foreign products.
",rdbms
3349,"Which students have been awarded scholarships this academic year?
",rdbms
3350,"List all authors with more than three published books.
",rdbms
3351,"What are the current stock levels for each warehouse?
",rdbms
3352,"Identify employees who have not completed safety training.
",rdbms
3353,"Find all suppliers that have been inactive for over a year.
",rdbms
3354,"Show all employees earning above industry average salaries.
",rdbms
3355,"List all invoices paid within seven days of issue.
",rdbms
3356,"What are the total donations received per fundraising event?
",rdbms
3357,"Identify customers subscribing to multiple service plans.
",rdbms
3358,"Find all sales transactions processed during off-peak hours.
",rdbms
3359,"Show all tenants with late rental payments.
",rdbms
3360,"Which service contracts have a gross margin below 20%?
",rdbms
3361,"List all vehicles due for maintenance service.
",rdbms
3362,"What are the projected revenues for each sales region?
",rdbms
3363,"Identify all athletes who have been part of multiple teams.
",rdbms
3364,"Which films have not been screened in the last year?
",rdbms
3365,"List all registered users who have never logged in.
",rdbms
3366,"What are the peak sales periods by weekday?
",rdbms
3367,"Find all courses that have waitlisted students.
",rdbms
3368,"Show all electronic components nearing expiration dates.
",rdbms
3369,"Which products have both high returns and high sales volumes?
",rdbms
3370,"List the number of patents filed by each department.
",rdbms
3371,"What are the busiest times in each service center?
",rdbms
3372,"Identify members with expired membership statuses.
",rdbms
3373,"Find all digital products with over 10,000 downloads.
",rdbms
3374,"Show all active warranties by product type.
",rdbms
3375,"Which regions constantly exceed monthly sales targets?
",rdbms
3376,"List verified users with no profile pictures.
",rdbms
3377,"What is the frequency of system downtimes by server location?
",rdbms
3378,"Identify employees requiring additional certification.
",rdbms
3379,"Find all accounts with the same billing and shipping addresses.
",rdbms
3380,"Show the frequency of marketing emails opened by campaign.
",rdbms
3381,"Which kind of transactions have the highest failure rates?
",rdbms
3382,"List venues that have hosted more than 20 events this year.
",rdbms
3383,"What are the yearly growth rates for each subdivision?
",rdbms
3384,"Identify books borrowed by more than 50 different members.
",rdbms
3385,"Find clients who have requested refund more than twice.
",rdbms
3386,"Show all equipment leased by project duration.
",rdbms
3387,"Which categories of products consistently rank lower in reviews?
",rdbms
3388,"List all technicians working on faulty equipment repairs.
",rdbms
3389,"What is the impact of promotions on sales figures?
",rdbms
3390,"Identify workshops with overwhelming demand.
",rdbms
3391,"Find repeated offenses in employee conduct records.
",rdbms
3392,"Show all renewable energy sources utilized by location.
",rdbms
3393,"Which social media content types have higher engagement rates?
",rdbms
3394,"List members attending multiple workshops this week.
",rdbms
3395,"What is the absenteeism rate in each department?
",rdbms
3396,"Identify underutilized spaces in the facility.
",rdbms
3397,"Find routes with highest travel delays over past month.
",rdbms
3398,"Show academic courses under review or re-approval.
",rdbms
3399,"Which teams have exceeded project timelines?
",rdbms
3400,"List contract workers with more than five project assignments.
",rdbms
3401,"What is the rate of successful cross-selling by representative?
",rdbms
3402,"Identify frequent flyer customers with over 30 flights annually.
",rdbms
3403,"Find all artists with exhibitions in multiple galleries.
",rdbms
3404,"Show balances for all clients with linked family accounts.
",rdbms
3405,"Which conferences have higher vendor participation rates?
",rdbms
3406,"List collaborations between departments on recent initiatives.
",rdbms
3407,"What is the turnover rate for temporary staff?
",rdbms
3408,"Identify households with over two registered beneficiaries.
",rdbms
3409,"Find all musicians who have released more than three albums.
",rdbms
3410,"Show subscription packages with less than a 5% user base.
",rdbms
3411,"Which sporting events had sold-out ticket sales?
",rdbms
3412,"List properties with viewings scheduled for the next week.
",rdbms
3413,"What is the audit frequency for financial records?
",rdbms
3414,"Identify high-impact incidents in the risk management logs.
",rdbms
3415,"Find all dual major students achieving above 3.5 GPA.
",rdbms
3416,"What are the top five selling products in each category?
",rdbms
3417,"Show me the monthly revenue trends for the last two years.
",rdbms
3418,"Retrieve all customers who have made more than three purchases in the last month.
",rdbms
3419,"List employees who have not taken any leave in the past year.
",rdbms
3420,"Find products with inventory counts below ten.
",rdbms
3421,"What are the average sales figures for each region?
",rdbms
3422,"Who are the top ten customers by total expenditure?
",rdbms
3423,"Get the details of orders made in the last 24 hours.
",rdbms
3424,"List suppliers who have not delivered goods in the last six months.
",rdbms
3425,"How many orders were delivered late last quarter?
",rdbms
3426,"Identify duplicate entries in the customer database.
",rdbms
3427,"What is the average processing time for orders this year?
",rdbms
3428,"Which employees have the highest number of training hours logged?
",rdbms
3429,"Find the most popular payment method among customers.
",rdbms
3430,"List all customer feedback received in the last week.
",rdbms
3431,"What are the top five countries by number of customers?
",rdbms
3432,"Which products have never been returned by customers?
",rdbms
3433,"Retrieve complete order details for customer ID 12345.
",rdbms
3434,"List products with a profit margin greater than 20%.
",rdbms
3435,"What are the top three departments by employee headcount?
",rdbms
3436,"Find the average age of employees in the marketing department.
",rdbms
3437,"List all current projects exceeding their budget.
",rdbms
3438,"How many new accounts were created each month this year?
",rdbms
3439,"Retrieve a list of customers along with their last purchase date.
",rdbms
3440,"What are the sales figures broken down by product category?
",rdbms
3441,"Find employees closer to retirement by age.
",rdbms
3442,"Which stores have the highest customer satisfaction ratings?
",rdbms
3443,"List all invoices generated this financial year.
",rdbms
3444,"Identify all active promotions and their end dates.
",rdbms
3445,"Find the most common job title among employees.
",rdbms
3446,"List all products with expired warranties.
",rdbms
3447,"Retrieve the last five transactions for customer ID 98765.
",rdbms
3448,"Which branches have the most outstanding loan amounts?
",rdbms
3449,"List all work shifts that are understaffed.
",rdbms
3450,"What is the total sales amount for orders above $500?
",rdbms
3451,"Find all meetings scheduled for the upcoming week.
",rdbms
3452,"Which regions have the most late deliveries?
",rdbms
3453,"List all products ordered in bulk quantities.
",rdbms
3454,"Identify the longest-tenured employee in each department.
",rdbms
3455,"Show me the customer count by membership tier.
",rdbms
3456,"What is the average order value by customer segment?
",rdbms
3457,"List clients who have not been contacted in the last six months.
",rdbms
3458,"Find all transactions over $1000 in the last year.
",rdbms
3459,"Which items are frequently bought together?
",rdbms
3460,"Retrieve a list of employees with pending appraisals.
",rdbms
3461,"List all vehicles with maintenance due dates in the next month.
",rdbms
3462,"What are the top three cities by sales volume?
",rdbms
3463,"Identify all complaints closed in the last 30 days.
",rdbms
3464,"List products that contribute to 80% of sales revenue.
",rdbms
3465,"Find employees with no emergency contacts listed.
",rdbms
3466,"Which facilities have the highest energy consumption?
",rdbms
3467,"Retrieve the inventory restocking frequency by product type.
",rdbms
3468,"What is the rate of return for each product category?
",rdbms
3469,"List all partners and their contract renewal dates.
",rdbms
3470,"Identify the most-used customer service channel.
",rdbms
3471,"Which assets are fully depreciated?
",rdbms
3472,"Retrieve a list of employees by hire date.
",rdbms
3473,"Find the most common reasons for order cancellations.
",rdbms
3474,"List orders requiring manual verification.
",rdbms
3475,"What is the highest level of education attained by employees?
",rdbms
3476,"Which projects are behind schedule by more than 20%?
",rdbms
3477,"Retrieve all payment transactions processed this quarter.
",rdbms
3478,"Find all customers with multiple shipping addresses.
",rdbms
3479,"What is the average shipping cost per order?
",rdbms
3480,"List suppliers with multiple outstanding invoices.
",rdbms
3481,"Identify courses with the highest enrollment.
",rdbms
3482,"How many hours of overtime have been logged this month?
",rdbms
3483,"Find all performance reviews scheduled for next week.
",rdbms
3484,"Retrieve a list of top-performing sales agents.
",rdbms
3485,"What are the average project completion times by department?
",rdbms
3486,"List all awards received by the company last year.
",rdbms
3487,"Find employees who have completed certification programs.
",rdbms
3488,"Which machines require preventive maintenance soon?
",rdbms
3489,"List contractors who have not fulfilled their contracts.
",rdbms
3490,"Retrieve all travel expenses for executive employees.
",rdbms
3491,"What is the average ticket resolution time this year?
",rdbms
3492,"Find the total number of unique visitors by month.
",rdbms
3493,"List all recurring revenue streams and their frequencies.
",rdbms
3494,"Identify the service packages with the highest demand.
",rdbms
3495,"Which marketing campaigns had the highest ROI?
",rdbms
3496,"Retrieve the list of approved vendors by region.
",rdbms
3497,"Find products with zero sales in the last quarter.
",rdbms
3498,"What are the customer retention rates by year?
",rdbms
3499,"List all outstanding payments over 60 days overdue.
",rdbms
3500,"Identify webpages with high bounce rates.
",rdbms
3501,"Which job positions have the most applicants?
",rdbms
3502,"Retrieve detailed performance metrics for team leaders.
",rdbms
3503,"List production lines that are under capacity.
",rdbms
3504,"What are the customer acquisition costs by channel?
",rdbms
3505,"Find all insurance claims processed this month.
",rdbms
3506,"List all active support tickets by priority level.
",rdbms
3507,"What is the total compensation for each employee, including bonuses?
",rdbms
3508,"Retrieve detailed sales breakdown by hour.
",rdbms
3509,"Find vehicles with insurance expirations in the upcoming quarter.
",rdbms
3510,"List all restaurant reservations for next weekend.
",rdbms
3511,"Identify subscription tiers with the highest churn rates.
",rdbms
3512,"What are the top five most-viewed products, last month?
",rdbms
3513,"Retrieve audit logs for the past 60 days.
",rdbms
3514,"Find patients with follow-up appointments pending.
",rdbms
3515,"List all vacant positions and their job descriptions.
",rdbms
3516,"What is the average call duration for customer service?
",rdbms
3517,"Retrieve gym attendance statistics by hour.
",rdbms
3518,"Find top ten most-searched keywords on the website.
",rdbms
3519,"List all regions with growth exceeding 10% annually.
",rdbms
3520,"Identify underutilized software licenses and their costs.
",rdbms
3521,"Which student courses have the highest dropout rates?
",rdbms
3522,"Retrieve compliance violations logged this year.
",rdbms
3523,"Find the distribution of customer demographics by region.
",rdbms
3524,"List alumni employed in leadership positions.
",rdbms
3525,"What is the sales forecast for the next quarter?
",rdbms
3526,"Retrieve the list of pending purchase requests.
",rdbms
3527,"Identify warehouse locations with excess stock levels.
",rdbms
3528,"Retrieve employee records where the salary is above the 90th percentile.
",rdbms
3529,"List all customers who have made more than three purchases in the last month.
",rdbms
3530,"Find suppliers who have not delivered any products in the past year.
",rdbms
3531,"Get a count of employees grouped by department sorted in descending order.
",rdbms
3532,"Retrieve orders that have been shipped but not yet delivered.
",rdbms
3533,"List products with sales less than the average product sale.
",rdbms
3534,"Identify customers who have purchased all products in a specific category.
",rdbms
3535,"Find out which products received the highest ratings across all reviews.
",rdbms
3536,"Determine the top 10% of sales representatives by total sales volume.
",rdbms
3537,"Show a detailed report of orders including customer and product details.
",rdbms
3538,"List the top five students with the highest GPA in each class.
",rdbms
3539,"Find departments where the average employee tenure is more than five years.
",rdbms
3540,"Generate a report of expenses categorized by type and month for the current year.
",rdbms
3541,"Identify transactions involving more than one payment method.
",rdbms
3542,"Retrieve a list of authors who have collaborated on at least three publications.
",rdbms
3543,"Find customers who have not made any purchases this fiscal year.
",rdbms
3544,"Retrieve books that have been borrowed more than ten times in the library.
",rdbms
3545,"List products that do not belong to any category.
",rdbms
3546,"Find customers whose last purchase was a year ago or more.
",rdbms
3547,"Show all transactions overshadowing $5000 over the last quarter.
",rdbms
3548,"Identify stores with sales growth exceeding 20% annually.
",rdbms
3549,"List employees who report directly to a particular manager.
",rdbms
3550,"Retrieve annual revenue segmented by country.
",rdbms
3551,"Find employees with more than 15 years of service who have not been promoted.
",rdbms
3552,"List projects completed within budget but past the deadline.
",rdbms
3553,"Show which departments have vacancies exceeding 5% of total positions.
",rdbms
3554,"Retrieve a list of all active memberships in the gym.
",rdbms
3555,"Identify products with no stock in the warehouse.
",rdbms
3556,"Find customers who have made repeat purchases within the same month.
",rdbms
3557,"List all flights with zero passengers over the last week.
",rdbms
3558,"Retrieve invoices exceeding $1000 while showing respective client details.
",rdbms
3559,"Identify regions with more than a 10% increase in population.
",rdbms
3560,"Show students enrolled in courses without a final exam.
",rdbms
3561,"Retrieve accounts that have shown no activity for over two years.
",rdbms
3562,"Find companies with more than five subsidiaries in different sectors.
",rdbms
3563,"List all vehicles registered in multiple locations.
",rdbms
3564,"Identify events with more attendees than the previous event.
",rdbms
3565,"Retrieve all products with missing supplier information.
",rdbms
3566,"Find hospitals with vacancy rates below 5%.
",rdbms
3567,"List rental properties with a 100% occupancy for six months.
",rdbms
3568,"Identify devices with more than three support tickets in one year.
",rdbms
3569,"Retrieve the latest updates on projects nearing completion.
",rdbms
3570,"Find partners with more than 20% of shared operations.
",rdbms
3571,"List channels with the highest engagement rates.
",rdbms
3572,"Identify team leads who have led more than two projects this year.
",rdbms
3573,"Retrieve service orders completed within 24 hours.
",rdbms
3574,"Find items in the inventory without barcodes.
",rdbms
3575,"List partners who have not renewed their contracts this year.
",rdbms
3576,"Identify sectors with a downturn compared to last year.
",rdbms
3577,"Retrieve artwork exhibited in more than one gallery.
",rdbms
3578,"Find programs with an annual increase in applications.
",rdbms
3579,"List the latest transactions per customer.
",rdbms
3580,"Identify users with incomplete profile information.
",rdbms
3581,"Retrieve properties sold above the average listing price.
",rdbms
3582,"Find agencies with full-time staff working remotely.
",rdbms
3583,"List audits with unresolved discrepancies.
",rdbms
3584,"Identify accounts with irregular transaction patterns.
",rdbms
3585,"Retrieve machinery maintained more than annually.
",rdbms
3586,"Find exhibitions with more than 20% international participants.
",rdbms
3587,"List contracts without termination clauses.
",rdbms
3588,"Identify donors contributing each year for over five years.
",rdbms
3589,"Retrieve insurance claims resolved without litigation.
",rdbms
3590,"Find products packaged in recycled material.
",rdbms
3591,"List journals publishing more than six editions yearly.
",rdbms
3592,"Identify sectors contributing over 30% to national GDP.
",rdbms
3593,"Retrieve employees with outstanding performance reviews.
",rdbms
3594,"Find urban areas with rapid transportation growth.
",rdbms
3595,"List open positions filled internally.
",rdbms
3596,"Identify funds with annual instead of monthly reports.
",rdbms
3597,"Retrieve investments outperforming the market average.
",rdbms
3598,"Find books translated into five or more languages.
",rdbms
3599,"List athletes with multi-year endorsements.
",rdbms
3600,"Identify partnerships spanning more than a decade.
",rdbms
3601,"Retrieve equipment with frequent maintenance logs.
",rdbms
3602,"Find cities with more libraries than its counterparts.
",rdbms
3603,"List patents filed in multiple countries.
",rdbms
3604,"Identify fabrics with sustainability certifications.
",rdbms
3605,"Retrieve plans offering better rates than their predecessors.
",rdbms
3606,"Find surveys with comprehensive longitudinal data.
",rdbms
3607,"List satellites with overlapping orbits.
",rdbms
3608,"Identify bands with members from different continents.
",rdbms
3609,"Retrieve volunteer programs with more than five years of operation.
",rdbms
3610,"Find exhibits with multimedia presentations.
",rdbms
3611,"List applications with an over 100% increase in users monthly.
",rdbms
3612,"Identify courses with multi-disciplinary curricula.
",rdbms
3613,"Retrieve meals with locally sourced ingredients.
",rdbms
3614,"Find devices compatible with multiple platforms.
",rdbms
3615,"List scholarships catering to international students.
",rdbms
3616,"Identify screenings with interactive sessions.
",rdbms
3617,"Retrieve solutions with predictive analysis capabilities.
",rdbms
3618,"Find awards recognizing notable professionals.
",rdbms
3619,"List training programs with a significant increase in enrollments.
",rdbms
3620,"Identify parks with certified biodiversity rankings.
",rdbms
3621,"Retrieve highways with high traffic congestion indices.
",rdbms
3622,"Find brands with more than a 50% online sales share.
",rdbms
3623,"List funds with risk categories broader than most.
",rdbms
3624,"Identify platforms supporting cross-cultural exchanges.
",rdbms
3625,"Retrieve energy grids with renewable sources higher than fossil.
",rdbms
3626,"Find seminars with follow-up certifications offered.
",rdbms
3627,"List subscription services with annual savings plans.
",rdbms
3628,"Identify travel itineraries catering to eco-friendly options.
",rdbms
3629,"Retrieve technologies with open-source alternatives.
",rdbms
3630,"Find fairs with a significant number of international exhibitors.
",rdbms
3631,"List press releases detailing multi-phase initiatives.
",rdbms
3632,"Identify campaigns with a proven impact assessment.
",rdbms
3633,"Retrieve theaters equipped with immersive sound systems.
",rdbms
3634,"Find plantations with organic certifications.
",rdbms
3635,"List workshops offering skill enhancement certificates.
",rdbms
3636,"Identify diagnostics centers with telemedicine services.
",rdbms
3637,"Retrieve charity events with transparent fund usage.
",rdbms
3638,"Find films shown at more than ten global film festivals.
",rdbms
3639,"List markets that run all year round.
",rdbms
3640,"Identify databases supporting dynamic data visualization.
",rdbms
3641,"Retrieve courses with over 50% online attendance.
",rdbms
3642,"Find catalogs distributed in five or more languages.
",rdbms
3643,"List competitions with recurring sponsorships.
",rdbms
3644,"Identify helplines active 24/7 with multi-lingual support.
",rdbms
3645,"Retrieve forums with discussion topics archiving older posts.
",rdbms
3646,"Find directories with entries verified annually.
",rdbms
3647,"List conventions hosting more than five keynote speakers.
",rdbms
3648,"Identify beaches with blue flag certifications.
",rdbms
3649,"Retrieve articles with peer reviews from multiple experts.
",rdbms
3650,"Find all languages supported across company platforms.
",rdbms
3651,"List military bases with joint international operations.
",rdbms
3652,"What is the total sales revenue for each product category this quarter?
",rdbms
3653,"How many active users were there on our platform last month?
",rdbms
3654,"Retrieve the list of customers who have made more than three purchases this year.
",rdbms
3655,"Find the top 10 best-selling products in the last 30 days.
",rdbms
3656,"Calculate the average order value for each customer segment.
",rdbms
3657,"Generate a list of employees along with their department and job title.
",rdbms
3658,"What is the total number of refunds processed last week?
",rdbms
3659,"Find employees who joined the company before 2010 but have not received a promotion.
",rdbms
3660,"List all suppliers located in Germany along with their contact information.
",rdbms
3661,"Determine the number of orders exceeding $500 for each sales region.
",rdbms
3662,"Find students who are enrolled in both Math and Science courses.
",rdbms
3663,"Identify the top three customers by lifetime value.
",rdbms
3664,"What is the monthly growth rate of active subscriptions this year?
",rdbms
3665,"Calculate the total profit for each product in the electronics category.
",rdbms
3666,"Find all orders shipped to California that were placed by VIP customers.
",rdbms
3667,"List customers who have not made any purchases in the last six months.
",rdbms
3668,"Determine the average salary for each department in the company.
",rdbms
3669,"Find the projects that are overdue along with their project managers.
",rdbms
3670,"List all books borrowed by students in the History department.
",rdbms
3671,"Calculate the churn rate for the past two quarters.
",rdbms
3672,"Identify the five most common reasons for customer service calls.
",rdbms
3673,"What is the average number of items per order for online sales?
",rdbms
3674,"Find professors who are teaching more than three courses this semester.
",rdbms
3675,"List all the branches with a year-over-year increase in revenue.
",rdbms
3676,"Calculate the total number of units sold for each supplier.
",rdbms
3677,"Find the demographic profile of users who purchased the new product line.
",rdbms
3678,"What products have seen a decline in sales for three consecutive months?
",rdbms
3679,"Generate a list of users with expired subscriptions.
",rdbms
3680,"Identify the regions with the highest increase in new customer acquisitions.
",rdbms
3681,"Find employees who have both a performance score above 90 and attendance below 95%.
",rdbms
3682,"Calculate the difference in revenue between this quarter and the previous one.
",rdbms
3683,"List customers with multiple addresses on file.
",rdbms
3684,"Identify products that were out of stock more than twice this quarter.
",rdbms
3685,"Find all active projects along with their start and end dates.
",rdbms
3686,"Calculate the percentage of products returned for each category.
",rdbms
3687,"What is the employee turnover rate for the past year?
",rdbms
3688,"Find customers who have placed orders in both online and offline channels.
",rdbms
3689,"List the top five departments with the highest budget overruns.
",rdbms
3690,"Calculate the average delivery time for each shipping method.
",rdbms
3691,"Identify the shifts with the highest number of incidents reported.
",rdbms
3692,"Find sales that involved both discounts and promotional items.
",rdbms
3693,"List manager-employee relationships for each department.
",rdbms
3694,"Identify the cities with the highest number of retail stores.
",rdbms
3695,"Calculate the average product rating for each brand.
",rdbms
3696,"Find items that were restocked more than three times this month.
",rdbms
3697,"What is the quarterly revenue breakdown by payment method?
",rdbms
3698,"List all events with a participant count over 100.
",rdbms
3699,"Identify duplicate records in the customer database.
",rdbms
3700,"Calculate the year-over-year growth for each store location.
",rdbms
3701,"Find authors who have published in more than two genres.
",rdbms
3702,"What are the common skills among employees in the IT department?
",rdbms
3703,"List suppliers who have been inactive for over six months.
",rdbms
3704,"Identify courses with the highest student dropout rates.
",rdbms
3705,"Calculate the average customer lifetime span.
",rdbms
3706,"Find orders with discrepancies between billed and shipped quantities.
",rdbms
3707,"List departments with more than 50 open positions.
",rdbms
3708,"Identify all unpaid invoices older than 90 days.
",rdbms
3709,"Calculate the utilization rate of conference rooms.
",rdbms
3710,"What is the customer satisfaction rate by product category?
",rdbms
3711,"Find employees with both sales and customer service experience.
",rdbms
3712,"List research papers with citations over 1000.
",rdbms
3713,"Identify regions where promotional campaigns had the lowest impact.
",rdbms
3714,"Calculate the ratio of male to female employees by department.
",rdbms
3715,"Find users who have interacted with both email and SMS campaigns.
",rdbms
3716,"List software versions used across different departments.
",rdbms
3717,"Identify the busiest day of the week for customer support.
",rdbms
3718,"Calculate the average tenure of employees in managerial positions.
",rdbms
3719,"Find items frequently bought together with bestseller products.
",rdbms
3720,"What is the fraud rate by payment method?
",rdbms
3721,"List product bundles purchased more than 100 times.
",rdbms
3722,"Identify inactive clients who were previously high-volume purchasers.
",rdbms
3723,"Calculate the energy consumption by department.
",rdbms
3724,"Find service contracts due for renewal within the next month.
",rdbms
3725,"List all employees who participated in the leadership training program.
",rdbms
3726,"Identify departments with declining employee satisfaction scores.
",rdbms
3727,"Calculate the coverage ratio of insurance policies.
",rdbms
3728,"List transactions flagged by the fraud detection system.
",rdbms
3729,"Identify training programs with the highest completion rates.
",rdbms
3730,"Calculate the average spend per visit at physical stores.
",rdbms
3731,"Find supply chain partners with ISO certifications.
",rdbms
3732,"What is the attrition rate for top performers?
",rdbms
3733,"List equipment maintenance logs completed last quarter.
",rdbms
3734,"Identify the ten oldest customer accounts by creation date.
",rdbms
3735,"Calculate the net promoter score by customer segment.
",rdbms
3736,"Find products recommended by both new and existing customers.
",rdbms
3737,"List all active contracts with multinational companies.
",rdbms
3738,"Identify top five reasons for employee absenteeism.
",rdbms
3739,"Calculate the occupancy rate for office spaces.
",rdbms
3740,"Find all collaborators on patents filed in the last two years.
",rdbms
3741,"List all departments engaged in cross-departmental projects.
",rdbms
3742,"Identify the training modules used across different regions.
",rdbms
3743,"Calculate the approval rate of loan applications by branch.
",rdbms
3744,"Find partnerships that lasted over five years.
",rdbms
3745,"List all donations received with attached donor conditions.
",rdbms
3746,"Identify the correlation between sales and marketing expenses.
",rdbms
3747,"Calculate the return on investment for each marketing campaign.
",rdbms
3748,"Find legacy systems still in use across departments.
",rdbms
3749,"What is the end-to-end processing time for customer orders?
",rdbms
3750,"List facilities with utilization rates below 50%.
",rdbms
3751,"Identify age groups with the highest penetration of new product features.
",rdbms
3752,"Calculate the impact of customer loyalty programs on purchase frequency.
",rdbms
3753,"Find drivers with both clean records and over 5 years of experience.
",rdbms
3754,"List all courses offered by more than two departments.
",rdbms
3755,"Identify collaborative projects between engineering and product development teams.
",rdbms
3756,"Calculate the customer acquisition cost by channel.
",rdbms
3757,"Find patents NOT contributing to any current project or product line.
",rdbms
3758,"List all branches with revenue growth exceeding 10% year over year.
",rdbms
3759,"What are the total sales for each product category last month?
",rdbms
3760,"List the employees and their respective departments, ordered by department name.
",rdbms
3761,"How many customers have made a purchase in the last six months?
",rdbms
3762,"Show the average salary of employees grouped by job title.
",rdbms
3763,"Retrieve all orders placed by customers from New York.
",rdbms
3764,"What is the total revenue generated by each sales representative?
",rdbms
3765,"Which suppliers delivered more than 100 units last quarter?
",rdbms
3766,"Find all students enrolled in both Math and Science courses.
",rdbms
3767,"What is the highest-rated product in each category?
",rdbms
3768,"List books published by each author, ordered by publication date.
",rdbms
3769,"How many projects are currently in the planning phase by department?
",rdbms
3770,"Show the number of products in stock for each warehouse.
",rdbms
3771,"Who are the top three customers in terms of total amount spent?
",rdbms
3772,"Retrieve all transactions for the last financial year grouped by month.
",rdbms
3773,"How many tickets have been closed by each support agent this year?
",rdbms
3774,"What are the pending tasks for each project manager?
",rdbms
3775,"List all employees hired in the last year with their joining date.
",rdbms
3776,"How many times has each supplier delivered products in the last year?
",rdbms
3777,"Show all products with a discount greater than 20%.
",rdbms
3778,"What are the average grades of students for each subject?
",rdbms
3779,"Display the number of invoices sent to each customer last month.
",rdbms
3780,"Which gym branch has the most active members?
",rdbms
3781,"Find all doctors who have appointments this week.
",rdbms
3782,"List all cars rented out more than 50 times.
",rdbms
3783,"What are the popular menu items based on sales in each restaurant?
",rdbms
3784,"Show the membership statistics for each community center.
",rdbms
3785,"How many pages are there in total in the library's book collection?
",rdbms
3786,"What is the number of downloads for each application in the app store?
",rdbms
3787,"Who borrowed books from the library last month and how many?
",rdbms
3788,"List the number of products returned to each store in the last quarter.
",rdbms
3789,"Find the cities with more than 100 active users.
",rdbms
3790,"How many employees work for each subsidiary company?
",rdbms
3791,"What is the attendance record for each student over the past semester?
",rdbms
3792,"List clients with active contracts longer than two years.
",rdbms
3793,"How many incidents have been reported in each city this year?
",rdbms
3794,"Show the total costs incurred for each event organized.
",rdbms
3795,"Who are the patients with more than three scheduled visits this month?
",rdbms
3796,"List the top reviewers by the number of reviews given on the website.
",rdbms
3797,"What is the profit margin for each product sold in 2022?
",rdbms
3798,"How many different countries have customers with open orders?
",rdbms
3799,"Retrieve the list of projects started and completed this year.
",rdbms
3800,"What is the average session duration for each website page?
",rdbms
3801,"List artists with more than ten artworks in the gallery.
",rdbms
3802,"How many chapters are available for each online course?
",rdbms
3803,"What is the ratio of male to female members in each club?
",rdbms
3804,"Show the number of sessions booked with each personal trainer.
",rdbms
3805,"List the number of guests who have visited each hotel chain.
",rdbms
3806,"Find all actors with roles in at least three different movies in the database.
",rdbms
3807,"How many different instruments are available in each music school?
",rdbms
3808,"Show the number of textbooks issued by each school department.
",rdbms
3809,"List all flights with more than 10 available seats.
",rdbms
3810,"Who are the donors who contributed to more than two different causes?
",rdbms
3811,"What are the most downloaded documents from the online library?
",rdbms
3812,"How many attendees were there by session for each conference?
",rdbms
3813,"What is the total area covered by all warehouses owned by the company?
",rdbms
3814,"List all companies with which more than 50 emails were exchanged last month.
",rdbms
3815,"Show the number of exhibits held by each museum this year.
",rdbms
3816,"How many blogs have more than 500 views in the past week?
",rdbms
3817,"List all courses with exams scheduled in the next month.
",rdbms
3818,"What are the most common career paths for graduates from each major?
",rdbms
3819,"How many cards have been issued to library members this year?
",rdbms
3820,"Show the number of room reservations made for each hotel by month.
",rdbms
3821,"Retrieve the average time to resolve customer queries in each department.
",rdbms
3822,"Which books have been borrowed more than 50 times this year?
",rdbms
3823,"List the purchase history of each customer over the past year.
",rdbms
3824,"Find all suppliers with contracts expiring in the next six months.
",rdbms
3825,"Show the total revenue for each service type rendered.
",rdbms
3826,"What is the inventory value for each product category?
",rdbms
3827,"How many patients have been seen by each clinic this week?
",rdbms
3828,"What is the success rate of each marketing campaign run this year?
",rdbms
3829,"List active courses by enrollment numbers for each department.
",rdbms
3830,"How many products need restocking according to current inventory thresholds?
",rdbms
3831,"Show the number of complaints registered against each company branch.
",rdbms
3832,"How many unique authors are included in the bookstore catalog?
",rdbms
3833,"List the number of maintenance requests handled by each technicians.
",rdbms
3834,"Retrieve the total amount of donations received per fundraiser.
",rdbms
3835,"Display the completion rate for enrolled courses sorted by student.
",rdbms
3836,"What is the active subscription count for each magazine?
",rdbms
3837,"List all employees eligible for retirement within the next year.
",rdbms
3838,"What are the most popular features used in the software service?
",rdbms
3839,"Show the total operational costs by department for the previous quarter.
",rdbms
3840,"How many new memberships were registered at each gym location?
",rdbms
3841,"Find all sales transactions exceeding $1,000 in the past week.
",rdbms
3842,"What are the active policies sold to each insurance client?
",rdbms
3843,"Retrieve payment histories per client over the last two years.
",rdbms
3844,"How many product variations are there for each brand in the inventory?
",rdbms
3845,"List all travel itineraries booked for the next six months.
",rdbms
3846,"Show the average waiting time for assistance calls by service type.
",rdbms
3847,"How many drivers have accumulated more than 10,000 miles on rental cars?
",rdbms
3848,"What is the number of collaborations between different research teams?
",rdbms
3849,"How many alumni have been placed in companies from each graduating year?
",rdbms
3850,"List the number of accolades won by each sports team.
",rdbms
3851,"Retrieve the equipment usage statistics for each fitness machine.
",rdbms
3852,"What is the student-to-teacher ratio in each school?
",rdbms
3853,"How many properties have been sold through each real estate agent?
",rdbms
3854,"List the number of employees working remotely by department.
",rdbms
3855,"What are the total sales figures for each sales region last year?
",rdbms
3856,"Show all fellowship applicants and their selection status.
",rdbms
3857,"Which restaurants have received five-star reviews from more than 100 guests?
",rdbms
3858,"List hiking trails with visitor counts exceeding 1,000 in the past month.
",rdbms
3859,"Show the average delivery time for products across all courier partners.
",rdbms
3860,"What are the most requested features for upcoming software updates?
",rdbms
